_op,StudentPersonalLocalId,NationalStudentNumber,FirstNZSchoolingDate,EarlyChildhoodEducation.Type,PersonInfo.Name.FamilyName,PersonInfo.Name.GivenName,PersonInfo.Name.PreferredGivenName,PersonInfo.Name.Suffix,PersonInfo.Name.FullName,PersonInfo.Demographics.BirthDate,PersonInfo.Demographics.Gender,PersonInfo.Demographics.LanguageList.Language.Code,PersonInfo.Demographics.LanguageList.Language.Usage,PersonInfo.Demographics.LanguageList.Language.ProficiencyList.Proficiency.Level,PersonInfo.Demographics.LanguageList.Language.ProficiencyList.Proficiency.Type,PersonInfo.Demographics.EthnicityList.Ethnicity.Code,PersonInfo.Demographics.IwiAffiliationList.Iwi.Code,PersonInfo.Address.Physical.Type,PersonInfo.Address.Physical.Line1,PersonInfo.Address.Physical.Suburb,PersonInfo.Address.Physical.City,PersonInfo.Address.Physical.Country,PersonInfo.Address.Physical.PostalCode,PersonInfo.Email.Personal.SourceOrganisation.RefId,PersonInfo.Email.Personal.Address,PersonInfo.Phone.Home.Number,RecordAudit.CreatedDateTime,RecordAudit.LastUpdatedDateTime
upsert,ST5000105,9005000105,2017-12-28T00:00:00+12:00,EKE,Lynskey,Cody,,,Cody Lynskey,2012-12-28T00:00:00+12:00,2,NZS01112,SH,,,211,NZS0507,TH,35 Baden Street,Otumoetai,Tauranga,New Zealand,3110,8005,clynskey@mailinator.com,+64 7-858 5181,2020-05-27T12:43:00+12:00,2020-05-27T12:43:00+12:00
upsert,ST5000118,9005000118,2018-02-01T00:00:00+12:00,EPG,Harper,Maia,,,Maia Harper,2013-02-01T00:00:00+12:00,1,NZS131,SH,,,121,,TH,36 Barron Crescent,Glenholme,Rotorua,New Zealand,3010,8005,mharper@mailinator.com,+64 7-583 1343,2020-05-27T12:43:15+12:00,2020-05-27T12:43:15+12:00
upsert,ST5000120,9005000120,2018-02-13T00:00:00+12:00,EPC,Greig,Sam,,,Sam Greig,2013-02-13T00:00:00+12:00,2,NZS01112,SH,,,211,NZS0507,TH,5 Margaret Road,Bellevue,Tauranga,New Zealand,3110,8005,sgreig@mailinator.com,+64 7-553 4558,2020-05-27T12:43:30+12:00,2020-05-27T12:43:30+12:00
upsert,ST5000133,9005000133,2018-05-04T00:00:00+12:00,EPC,Mcnab,Lauren,,,Lauren Mcnab,2013-05-04T00:00:00+12:00,2,NZS01112,SH,,,211,NZS0503,TH,53 Awatea Terrace,Lynmore,Rotorua,New Zealand,3010,8005,lmcnab@mailinator.com,+64 7-343 9201,2020-05-27T12:43:45+12:00,2020-05-27T12:43:45+12:00
upsert,ST5000146,9005000146,2018-07-22T00:00:00+12:00,ENA,Hill,Sebastian,,Jr,Sebastian Hill Jr,2013-07-22T00:00:00+12:00,1,NZS07116,SH,,,211,NZS0507,TH,65 Farnell Court,Omokoroa,Western Bay of Plenty,New Zealand,3114,8005,shill@mailinator.com,+64 7-610 8292,2020-05-27T12:44:00+12:00,2020-05-27T12:44:00+12:00
upsert,ST5000159,9005000159,2018-09-20T00:00:00+12:00,EPG,Shaw,Benjamin,,,Benjamin Shaw,2013-09-20T00:00:00+12:00,2,NZS01112,SH,,,211,NZS0507,TH,74 Middleton Road,Owhata,Rotorua,New Zealand,3010,8005,bshaw@mailinator.com,+64 7-197 5608,2020-05-27T12:44:15+12:00,2020-05-27T12:44:15+12:00
upsert,ST5000161,9005000161,2019-01-31T00:00:00+12:00,ECO,Hall,Brianna,,,Brianna Hall,2014-01-31T00:00:00+12:00,2,NZS01112,SH,,,211,NZS0401,TH,48 Madeleine Terrace,Papamoa Beach,Tauranga,New Zealand,3118,8005,bhall@mailinator.com,+64 7-215 6433,2020-05-27T12:44:30+12:00,2020-05-27T12:44:30+12:00
upsert,ST5000174,9005000174,2019-02-21T00:00:00+12:00,EPC,Whittaker,Olivia,,,Olivia Whittaker,2014-02-21T00:00:00+12:00,2,NZS131,SH,,,211,NZS0409,TH,91 Commerce Lane,Te Puke,Western Bay of Plenty,New Zealand,3119,8005,owhittaker@mailinator.com,+64 7-951  563,2020-05-27T12:44:45+12:00,2020-05-27T12:44:45+12:00
upsert,ST5000187,9005000187,2019-02-23T00:00:00+12:00,EPC,Gibson,Daniel,,,Daniel Gibson,2014-02-23T00:00:00+12:00,2,NZS01112,SH,,,211,NZS0504,TH,18 Wharenui Road,Owhata,Rotorua,New Zealand,3010,8005,dgibson@mailinator.com,+64 7-112 1616,2020-05-27T12:45:00+12:00,2020-05-27T12:45:00+12:00
upsert,ST5100195,9005100195,2019-12-05T00:00:00+12:00,EPG,Hamilton,Madison,,,Madison Hamilton,2014-12-05T00:00:00+12:00,1,NZS01112,SH,,,211,NZS0404,TH,71 Tyndall Grove,Matua,Tauranga,New Zealand,3110,8005,mhamilton@mailinator.com,+64 7-497  123,2020-05-27T12:45:15+12:00,2020-05-27T12:45:15+12:00
upsert,ST5100205,9005100205,2019-12-17T00:00:00+12:00,EPG,Paua,Brooklyn,,,Brooklyn Paua,2014-12-17T00:00:00+12:00,1,NZS01112,SH,,,211,NZS0504,TH,59 Hadleigh Place,Bethlehem,Tauranga,New Zealand,3110,8005,bpaua@mailinator.com,+64 7-125 5412,2020-05-27T12:45:30+12:00,2020-05-27T12:45:30+12:00
upsert,ST5000212,9005000212,2020-05-16T00:00:00+12:00,ECO,Leaning,Brianna,,,Brianna Leaning,2015-05-16T00:00:00+12:00,2,NZS01112,SH,,,211,NZS0503,TH,67 Frances Street,Ngongotaha,Rotorua,New Zealand,3010,8005,bleaning@mailinator.com,+64 7-452 4784,2020-05-27T12:45:45+12:00,2020-05-27T12:45:45+12:00
upsert,ST5000225,9005000225,2020-06-03T00:00:00+12:00,EPC,Simmers,Riley,,,Riley Simmers,2015-06-03T00:00:00+12:00,2,NZS01112,SH,,,211,NZS0412,TH,57 Minerva Place,West Brook,Rotorua,New Zealand,3015,8005,rsimmers@mailinator.com,+64 7-369 7865,2020-05-27T12:46:00+12:00,2020-05-27T12:46:00+12:00
upsert,ST5000238,9005000238,2020-06-09T00:00:00+12:00,EPC,Mclean,Emily,,,Emily Mclean,2015-06-09T00:00:00+12:00,2,NZS01112,SH,,,211,NZS0504,TH,75 Karamu Street,Mamaku,Rotorua,New Zealand,3020,8005,emclean@mailinator.com,+64 7-422 8327,2020-05-27T12:46:14+12:00,2020-05-27T12:46:14+12:00
upsert,ST5000240,9005000240,2020-10-21T00:00:00+12:00,ENA,Stuart,Oscar,,,Oscar Stuart,2015-10-21T00:00:00+12:00,2,NZS01112,SH,,,211,NZS0503,TH,92 Selwyn Road,Lynmore,Rotorua,New Zealand,3010,8005,ostuart@mailinator.com,+64 7-594 2221,2020-05-27T12:46:30+12:00,2020-05-27T12:46:30+12:00
upsert,ST5000253,9005000253,2013-03-23T00:00:00+12:00,EUN,Keegan,Hannah,,,Hannah Keegan,2008-03-23T00:00:00+12:00,1,NZS01112,SH,,,211,NZS0401,TH,76 Hanwood Way,Pyes Pa,Tauranga,New Zealand,3112,8005,hkeegan@mailinator.com,+64 7-115 5929,2020-05-27T12:46:45+12:00,2020-05-27T12:46:45+12:00
upsert,ST5000266,9005000266,2013-04-10T00:00:00+12:00,ENA,Ness,Ben,,,Ben Ness,2008-04-10T00:00:00+12:00,2,NZS01112,SH,,,211,NZS0503,TH,39 Chelsea Court,Bethlehem,Tauranga,New Zealand,3110,8005,bness@mailinator.com,+64 7-614 9350,2020-05-27T12:47:00+12:00,2020-05-27T12:47:00+12:00
upsert,ST5000279,9005000279,2014-01-17T00:00:00+12:00,EUN,Wright,Ethan,,,Ethan Wright,2009-01-17T00:00:00+12:00,2,NZS01112,SH,,,211,NZS0508,TH,79 Bethlehem Road,Bethlehem,Tauranga,New Zealand,3110,8005,ewright@mailinator.com,+64 7-350 5265,2020-05-27T12:47:15+12:00,2020-05-27T12:47:15+12:00
upsert,ST5000281,9005000281,2014-11-02T00:00:00+12:00,EUN,Williams,Amber,,,Amber Williams,2009-11-02T00:00:00+12:00,1,NZS131,SH,,,211,NZS0412,TH,4 Kahurangi Drive,Lynmore,Rotorua,New Zealand,3010,8005,awilliams@mailinator.com,+64 7-862 8190,2020-05-27T12:47:30+12:00,2020-05-27T12:47:30+12:00
upsert,ST5000294,9005000294,2014-11-06T00:00:00+12:00,ETU,Philp,Danielle,,,Danielle Philp,2009-11-06T00:00:00+12:00,1,NZS01112,SH,,,211,NZS0507,TH,57 James Cook Drive,Welcome Bay,Tauranga,New Zealand,3112,8005,dphilp@mailinator.com,+64 7-509 9843,2020-05-27T12:47:45+12:00,2020-05-27T12:47:45+12:00
upsert,ST5000304,9005000304,2014-12-21T00:00:00+12:00,EPG,Winduss,Zachary,,,Zachary Winduss,2009-12-21T00:00:00+12:00,2,NZS01112,SH,,,121,,TH,71 High Street,Glenholme,Rotorua,New Zealand,3010,8005,zwinduss@mailinator.com,+64 7-608 9127,2020-05-27T12:48:00+12:00,2020-05-27T12:48:00+12:00
upsert,ST5000317,9005000317,2015-01-05T00:00:00+12:00,ENA,Rhodes,Riley,,,Riley Rhodes,2010-01-05T00:00:00+12:00,1,NZS01112,SH,,,211,NZS0506,TH,65 Tynan Street,Te Puke,Western Bay of Plenty,New Zealand,3119,8005,rrhodes@mailinator.com,+64 7-476  677,2020-05-27T12:48:15+12:00,2020-05-27T12:48:15+12:00
upsert,ST5100325,9005100325,2015-04-10T00:00:00+12:00,EUN,Pearson,David,,,David Pearson,2010-04-10T00:00:00+12:00,1,NZS01112,SH,,,211,NZS0509,TH,16 Cross Road,Tauranga,Tauranga,New Zealand,3110,8005,dpearson@mailinator.com,+64 7-434 5210,2020-05-27T12:48:30+12:00,2020-05-27T12:48:30+12:00
upsert,ST5000332,9005000332,2015-05-16T00:00:00+12:00,EKE,Stubberfield,Alexandra,,,Alexandra Stubberfield,2010-05-16T00:00:00+12:00,1,NZS02110,SH,,,211,NZS0503,TH,9 David Street,Judea,Tauranga,New Zealand,3110,8005,astubberfield@mailinator.com,+64 7-275 2098,2020-05-27T12:48:44+12:00,2020-05-27T12:48:44+12:00
upsert,ST5000345,9005000345,2015-11-11T00:00:00+12:00,ETU,Jackson,Anna,,,Anna Jackson,2010-11-11T00:00:00+12:00,1,NZS01112,SH,,,211,NZS0507,TH,34 Mansfield Street,Hairini,Tauranga,New Zealand,3112,8005,ajackson@mailinator.com,+64 7-728 2872,2020-05-27T12:49:00+12:00,2020-05-27T12:49:00+12:00
upsert,ST5000358,9005000358,2016-03-14T00:00:00+12:00,EUN,Pierce,Lucy,,,Lucy Pierce,2011-03-14T00:00:00+12:00,2,NZS01112,SH,,,211,NZS0504,TH,15 Koutu Road,Koutu,Rotorua,New Zealand,3010,8005,lpierce@mailinator.com,+64 7-788 9608,2020-05-27T12:49:15+12:00,2020-05-27T12:49:15+12:00
upsert,ST5000360,9005000360,2016-04-01T00:00:00+12:00,EOS,Mccabe,Olivia,,IV,Olivia Mccabe IV,2011-04-01T00:00:00+12:00,1,NZS01112,SH,,,211,NZS0507,TH,95 Pacific View Road,Papamoa Beach,Tauranga,New Zealand,3118,8005,omccabe@mailinator.com,+64 7-658 4116,2020-05-27T12:49:30+12:00,2020-05-27T12:49:30+12:00
upsert,ST5000373,9005000373,2016-06-09T00:00:00+12:00,ECO,Mcallum,Katie,,,Katie Mcallum,2011-06-09T00:00:00+12:00,2,NZS01112,SH,,,211,NZS0507,TH,47 Alastair Avenue,Owhata,Rotorua,New Zealand,3010,8005,kmcallum@mailinator.com,+64 7-166 6935,2020-05-27T12:49:45+12:00,2020-05-27T12:49:45+12:00
upsert,ST5000386,9005000386,2016-07-09T00:00:00+12:00,EPG,Morphy,Isabella,,,Isabella Morphy,2011-07-09T00:00:00+12:00,1,NZS01112,SH,,,111,,TH,30 Glencarron Place,Bethlehem,Tauranga,New Zealand,3110,8005,imorphy@mailinator.com,+64 7-362 8998,2020-05-27T12:50:00+12:00,2020-05-27T12:50:00+12:00
upsert,ST5000399,9005000399,2016-08-11T00:00:00+12:00,EKE,Sinclair,Samantha,,,Samantha Sinclair,2011-08-11T00:00:00+12:00,1,NZS01112,SH,,,211,NZS0505,TH,46 Keepa Close,Papamoa Beach,Tauranga,New Zealand,3118,8005,ssinclair@mailinator.com,+64 7-473 5747,2020-05-27T12:50:14+12:00,2020-05-27T12:50:14+12:00
upsert,ST5000409,9005000409,2016-08-26T00:00:00+12:00,ETU,Popham,Dylan,,,Dylan Popham,2011-08-26T00:00:00+12:00,2,NZS01112,SH,,,944,,TH,39 Araroa Place,Papamoa Beach,Tauranga,New Zealand,3118,8005,dpopham@mailinator.com,+64 7-389 2039,2020-05-27T12:50:30+12:00,2020-05-27T12:50:30+12:00
upsert,ST5000411,9005000411,2016-10-28T00:00:00+12:00,EPC,Vazey,Tessa,,,Tessa Vazey,2011-10-28T00:00:00+12:00,1,NZS16110,SH,IN,RE,111,,TH,88 Amies Road,Mangakakahi,Rotorua,New Zealand,3015,8005,tvazey@mailinator.com,+64 7-370 3866,2020-05-27T12:50:45+12:00,2020-05-27T12:50:45+12:00
upsert,ST5000424,9005000424,2017-06-08T00:00:00+12:00,ECO,Mcglashan,Lachlan,,,Lachlan Mcglashan,2012-06-08T00:00:00+12:00,1,NZS131,SH,,,42111,,TH,50 Percy Road,Papamoa Beach,Tauranga,New Zealand,3118,8005,lmcglashan@mailinator.com,+64 7-761 5635,2020-05-27T12:51:00+12:00,2020-05-27T12:51:00+12:00
upsert,ST5000437,9005000437,2017-06-10T00:00:00+12:00,EUN,Mcbride,Ryan,,,Ryan Mcbride,2012-06-10T00:00:00+12:00,1,NZS01112,SH,,,211,NZS0402,TH,31 Oteki Park Drive,Welcome Bay,Tauranga,New Zealand,3112,8005,rmcbride@mailinator.com,+64 7-369 6044,2020-05-27T12:51:15+12:00,2020-05-27T12:51:15+12:00
upsert,ST5100445,9005100445,2017-12-18T00:00:00+12:00,EPG,Hunter,Lily,,,Lily Hunter,2012-12-18T00:00:00+12:00,1,NZS01112,SH,,,211,NZS0504,TH,20 Miles Lane,Bethlehem,Tauranga,New Zealand,3110,8005,lhunter@mailinator.com,+64 7-175 6872,2020-05-27T12:51:30+12:00,2020-05-27T12:51:30+12:00
upsert,ST5000452,9005000452,2018-09-26T00:00:00+12:00,EPC,Robertson,Mya,,,Mya Robertson,2013-09-26T00:00:00+12:00,2,NZS01112,SH,,,211,NZS0507,TH,1 Yatton Street,Parkvale,Tauranga,New Zealand,3112,8005,mrobertson@mailinator.com,+64 7-509 2979,2020-05-27T12:51:45+12:00,2020-05-27T12:51:45+12:00
upsert,ST5000465,9005000465,2018-12-06T00:00:00+12:00,ECO,Mitchell,Leo,,,Leo Mitchell,2013-12-06T00:00:00+12:00,2,NZS01112,SH,,,211,NZS0510,TH,33 Owhata Road,Owhata,Rotorua,New Zealand,3010,8005,lmitchell@mailinator.com,+64 7-971 1967,2020-05-27T12:52:00+12:00,2020-05-27T12:52:00+12:00
upsert,ST5000478,9005000478,2019-08-05T00:00:00+12:00,ECO,Israel,Hannah,,,Hannah Israel,2014-08-05T00:00:00+12:00,1,NZS01112,SH,,,211,NZS0503,TH,23 Commerce Lane,Te Puke,Western Bay of Plenty,New Zealand,3119,8005,hisrael@mailinator.com,+64 7-951 8608,2020-05-27T12:52:15+12:00,2020-05-27T12:52:15+12:00
upsert,ST5000480,9005000480,2019-08-28T00:00:00+12:00,EUN,Galvan,Grace,,,Grace Galvan,2014-08-28T00:00:00+12:00,1,NZS01112,SH,,,521,,TH,51 Greenstone Way,Hairini,Tauranga,New Zealand,3112,8005,ggalvan@mailinator.com,+64 7-887 6282,2020-05-27T12:52:30+12:00,2020-05-27T12:52:30+12:00
upsert,ST5000493,9005000493,2020-05-23T00:00:00+12:00,EUN,Kernott,Jacob,,,Jacob Kernott,2015-05-23T00:00:00+12:00,1,NZS01112,SH,,,211,NZS0507,TH,37 Kain Avenue,Glenholme,Rotorua,New Zealand,3010,8005,jkernott@mailinator.com,+64 7-375 2829,2020-05-27T12:52:44+12:00,2020-05-27T12:52:44+12:00
upsert,ST5000503,9005000503,2013-01-29T00:00:00+12:00,EKE,Tamblyn,Holly,,,Holly Tamblyn,2008-01-29T00:00:00+12:00,1,NZS01112,SH,,,111,,TH,6 Christopher Street,Tauranga South,Tauranga,New Zealand,3112,8005,htamblyn@mailinator.com,+64 7-855 3399,2020-05-27T12:53:00+12:00,2020-05-27T12:53:00+12:00
upsert,ST5000516,9005000516,2013-04-09T00:00:00+12:00,EPC,Ross,Lucas,,,Lucas Ross,2008-04-09T00:00:00+12:00,2,NZS01112,SH,,,211,NZS0506,TH,92 Aberdeen Street,Mt Maunganui,Tauranga,New Zealand,3116,8005,lross@mailinator.com,+64 7-320 9225,2020-05-27T12:53:15+12:00,2020-05-27T12:53:15+12:00
upsert,ST5000529,9005000529,2013-09-16T00:00:00+12:00,ECO,Manktelow,Ashley,,,Ashley Manktelow,2008-09-16T00:00:00+12:00,2,NZS01112,SH,,,121,,TH,52 Baden Street,Otumoetai,Tauranga,New Zealand,3110,8005,amanktelow@mailinator.com,+64 7-687 9241,2020-05-27T12:53:30+12:00,2020-05-27T12:53:30+12:00
upsert,ST5000531,9005000531,2014-03-04T00:00:00+12:00,EKE,Thornton,Jamie,,,Jamie Thornton,2009-03-04T00:00:00+12:00,1,NZS01112,SH,,,211,NZS0507,TH,20 Mataatua Street,Hillcrest,Rotorua,New Zealand,3015,8005,jthornton@mailinator.com,+64 7-576 6841,2020-05-27T12:53:45+12:00,2020-05-27T12:53:45+12:00
upsert,ST5000544,9005000544,2014-03-31T00:00:00+12:00,ENA,Jury,Zoe,,,Zoe Jury,2009-03-31T00:00:00+12:00,1,NZS01112,SH,,,124,,TH,14 Elizabeth Street,Tauranga,Tauranga,New Zealand,3110,8005,zjury@mailinator.com,+64 7-713 3449,2020-05-27T12:54:00+12:00,2020-05-27T12:54:00+12:00
upsert,ST5000557,9005000557,2014-10-03T00:00:00+12:00,ENA,Partridge,Leo,,,Leo Partridge,2009-10-03T00:00:00+12:00,2,NZS01112,SH,,,955,,TH,13 Waratah Street,Matua,Tauranga,New Zealand,3110,8005,lpartridge@mailinator.com,+64 7-474 2988,2020-05-27T12:54:15+12:00,2020-05-27T12:54:15+12:00
upsert,ST5100565,9005100565,2015-06-17T00:00:00+12:00,EPC,Holgate,Sarah,,,Sarah Holgate,2010-06-17T00:00:00+12:00,1,NZS01112,SH,,,211,NZS0507,TH,13 Trigg Avenue,Glenholme,Rotorua,New Zealand,3010,8005,sholgate@mailinator.com,+64 7-330  938,2020-05-27T12:54:30+12:00,2020-05-27T12:54:30+12:00
upsert,ST5000572,9005000572,2015-09-15T00:00:00+12:00,EUN,Robertson,Isabel,,,Isabel Robertson,2010-09-15T00:00:00+12:00,1,NZS01112,SH,,,211,NZS0412,TH,11 Coral Drive,Papamoa Beach,Tauranga,New Zealand,3118,8005,irobertson@mailinator.com,+64 7-941 9847,2020-05-27T12:54:45+12:00,2020-05-27T12:54:45+12:00
upsert,ST5000585,9005000585,2015-12-14T00:00:00+12:00,EKE,Stanford,Georgia,,,Georgia Stanford,2010-12-14T00:00:00+12:00,1,NZS01112,SH,,,211,NZS0507,TH,34 Ascot Road,Mt Maunganui,Tauranga,New Zealand,3116,8005,gstanford@mailinator.com,+64 7-329 6259,2020-05-27T12:55:00+12:00,2020-05-27T12:55:00+12:00
upsert,ST5000598,9005000598,2015-12-19T00:00:00+12:00,EUN,Mcdougall,Katie,,,Katie Mcdougall,2010-12-19T00:00:00+12:00,1,NZS01112,SH,,,211,NZS0504,TH,52 Tawavale Street,Pukehangi,Rotorua,New Zealand,3015,8005,kmcdougall@mailinator.com,+64 7-480 8552,2020-05-27T12:55:15+12:00,2020-05-27T12:55:15+12:00
upsert,ST5000608,9005000608,2016-01-15T00:00:00+12:00,ETU,Williams,Xavier,,,Xavier Williams,2011-01-15T00:00:00+12:00,1,NZS01112,SH,,,211,NZS0509,TH,5 Tui Street,Te Puke,Western Bay of Plenty,New Zealand,3119,8005,xwilliams@mailinator.com,+64 7-518  689,2020-05-27T12:55:30+12:00,2020-05-27T12:55:30+12:00
upsert,ST5000610,9005000610,2016-02-27T00:00:00+12:00,ECO,Gough,Daniel,,,Daniel Gough,2011-02-27T00:00:00+12:00,2,NZS01112,SH,,,511,,TH,66 Okoheriki Street,Mamaku,Rotorua,New Zealand,3020,8005,dgough@mailinator.com,+64 7-322 9335,2020-05-27T12:55:45+12:00,2020-05-27T12:55:45+12:00
upsert,ST5000623,9005000623,2016-03-04T00:00:00+12:00,ECO,Mcgibbon,Christopher,Chris,,Christopher 'Chris' Mcgibbon,2011-03-04T00:00:00+12:00,2,NZS01112,SH,,,211,NZS0411,TH,16 Hinau Street,Pukehangi,Rotorua,New Zealand,3015,8005,cmcgibbon@mailinator.com,+64 7-505 5856,2020-05-27T12:56:00+12:00,2020-05-27T12:56:00+12:00
upsert,ST5000636,9005000636,2016-07-15T00:00:00+12:00,EUN,Sim,Charlotte,Lottie,,Charlotte 'Lottie' Sim,2011-07-15T00:00:00+12:00,1,NZS01112,SH,,,211,NZS0503,TH,33 Claridge Place,Mt Maunganui,Tauranga,New Zealand,3116,8005,csim@mailinator.com,+64 7-215 8995,2020-05-27T12:56:15+12:00,2020-05-27T12:56:15+12:00
upsert,ST5000649,9005000649,2017-02-11T00:00:00+12:00,EUN,Pulman,Harry,,,Harry Pulman,2012-02-11T00:00:00+12:00,2,NZS01112,SH,,,211,NZS0504,TH,40 Huny Place,West Brook,Rotorua,New Zealand,3015,8005,hpulman@mailinator.com,+64 7-226 8547,2020-05-27T12:56:30+12:00,2020-05-27T12:56:30+12:00
upsert,ST5000651,9005000651,2017-06-05T00:00:00+12:00,EOS,Jarrett,Rose,,,Rose Jarrett,2012-06-05T00:00:00+12:00,1,NZS01112,SH,,,211,NZS0403,TH,99 Acornia Close,Hairini,Tauranga,New Zealand,3112,8005,rjarrett@mailinator.com,+64 7-637 1642,2020-05-27T12:56:45+12:00,2020-05-27T12:56:45+12:00
upsert,ST5000664,9005000664,2017-08-02T00:00:00+12:00,EOS,Matia,Michael,,,Michael Matia,2012-08-02T00:00:00+12:00,2,NZS01112,SH,,,121,,TH,97 Dixon Road,Ngapuna,Rotorua,New Zealand,3010,8005,mmatia@mailinator.com,+64 7-465 3087,2020-05-27T12:57:00+12:00,2020-05-27T12:57:00+12:00
upsert,ST5000677,9005000677,2017-09-21T00:00:00+12:00,EOS,Tennent,Lucy,,,Lucy Tennent,2012-09-21T00:00:00+12:00,1,NZS01112,SH,,,211,NZS0504,TH,77 Dunkirk Street,Gate Pa,Tauranga,New Zealand,3112,8005,ltennent@mailinator.com,+64 7-687 2924,2020-05-27T12:57:15+12:00,2020-05-27T12:57:15+12:00
